timestamp,FR_hip_joint_pos,FR_hip_joint_vel,FR_thigh_joint_pos,FR_thigh_joint_vel,FR_calf_joint_pos,FR_calf_joint_vel,FL_hip_joint_pos,FL_hip_joint_vel,FL_thigh_joint_pos,FL_thigh_joint_vel,FL_calf_joint_pos,FL_calf_joint_vel,RR_hip_joint_pos,RR_hip_joint_vel,RR_thigh_joint_pos,RR_thigh_joint_vel,RR_calf_joint_pos,RR_calf_joint_vel,RL_hip_joint_pos,RL_hip_joint_vel,RL_thigh_joint_pos,RL_thigh_joint_vel,RL_calf_joint_pos,RL_calf_joint_vel,pendulum_joint1_pos,pendulum_joint1_vel,pendulum_joint2_pos,pendulum_joint2_vel
1776712955.1302056,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,-0.05192859074466076,-0.07515797621125708,-0.3236112731873648,0.00841003538677576
1776712955.1502054,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,-0.05185039601734906,-0.016851678007697046,-0.32358265014998544,0.009638612080511422
1776712955.1702511,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,-0.05106752108349216,0.09396199700959351,-0.32361591844827897,-0.0066737212466847495
1776712955.1902874,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,-0.05129350561764269,-0.006409086559072241,-0.3236064891999758,-0.006347539150993953
1776712955.2102551,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,-0.051624621763549504,-0.048821043753245696,-0.3237394698577908,-0.009886460343826897
1776712955.2302513,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,-0.05290313539945739,-0.16701896771581692,-0.32319834426733834,0.07299830851389544
1776712955.250202,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,-0.058347957865164696,-0.6306736845595973,-0.31926329393150676,0.4442041011060951
1776712955.2702105,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,-0.05673735851547252,0.07051653034308947,-0.31986354520247867,0.021383205929197402
1776712955.2902856,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,-0.05525213488675877,0.26173466047445126,-0.3209207319217888,-0.1768965491237715
1776712955.3102012,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,-0.050416499264401185,0.5096878045256192,-0.32455448183009117,-0.3907957819081975
